artist_name,paint_name,price_gbp,price_usd,price_gbp_est,price_usd_est,image_link,sale_date
Peter Doig,The Architect's Home in the Ravine ,"11,282,500","16,370,908","['10,000,000', '15,000,000']","['14,509,999', '21,764,999']",http://www.christies.com/lotfinderimages/D59730/peter_doig_the_architects_home_in_the_ravine_d5973059g.jpg,2016-02-11
